autosupercell-app  | 2026-03-11T08:02:52.866039712Z 2026-03-11 08:02:52.865 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://store.supercell.com/_next/static/chunks/pages/account-29372e01b6af57af.js
autosupercell-app  | 2026-03-11T08:04:52.729757454Z 2026-03-11 08:04:52.729 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:04:52.778233755Z 2026-03-11 08:04:52.777 | INFO     | app.core.browser_automation:take_screenshot:1230 - Скриншот сохранен: screenshots/cart_ready_80_Gems.png
autosupercell-app  | 2026-03-11T08:04:54.334099441Z INFO:     127.0.0.1:41644 - "GET /api/v1/health HTTP/1.1" 200 OK
autosupercell-app  | 2026-03-11T08:04:55.574041299Z 2026-03-11 08:04:55.573 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:04:55.574490190Z 2026-03-11 08:04:55.574 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://t.co/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=34cff480-4502-42eb-88ae-f2785bb39d35&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=qomek&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.575080302Z 2026-03-11 08:04:55.574 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://analytics.twitter.com/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=34cff480-4502-42eb-88ae-f2785bb39d35&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=qomek&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.575616683Z 2026-03-11 08:04:55.575 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://t.co/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=c0efb658-e5d9-44eb-bb7e-61abfb83fef3&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=ok25e&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.578118319Z 2026-03-11 08:04:55.577 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://analytics.twitter.com/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=c0efb658-e5d9-44eb-bb7e-61abfb83fef3&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=ok25e&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.579425223Z 2026-03-11 08:04:55.579 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=SubscribedButtonClick&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216295499&cd[buttonFeatures]=%7B%22classList%22%3A%22CartContent_CheckoutButtonContent__4SDEU%22%2C%22destination%22%3A%22%22%2C%22id%22%3A%22%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22Checkout%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22div%22%2C%22type%22%3Anull%7D&cd[buttonText]=Checkout&cd[formFeatures]=%5B%5D&cd[pageFeatures]=%7B%22title%22%3A%22Clash%20Royale%20-%20Supercell%20Store%22%7D&sw=1440&sh=900&v=2.9.277&r=stable&ec=6&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216251190&coo=false&es=automatic&tm=3&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:04:55.579825734Z 2026-03-11 08:04:55.579 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:04:55.580323815Z 2026-03-11 08:04:55.580 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.googleadservices.com/pagead/conversion/16686761659/?random=1773216295548&cv=11&fst=1773216295548&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be63a0h2v9208234780z8858092187za20gzb858092187zd858092187xea&gcs=G111&gcd=13r3r3X3r5l1&dma=0&tag_exp=103116026~103200004~115938465~115938469~116024733~117484252&u_w=1440&u_h=900&url=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&ref=https%3A%2F%2Fstore.supercell.com%2F&label=UmTKCIq12tEZELuN75Q-&capi=1&frm=0&tiba=Clash%20Royale%20-%20Supercell%20Store&did=dYWJhMj&gdid=dYWJhMj&edid=dYWJhMj&bttype=purchase&value=0.99&currency_code=USD&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1162582387.1773216187&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=10.0&uaw=0&_tu=CA&gcl_ctr=2~0~0&data=ads_data_redaction%3Dtrue&category=acrcp_v1_512&fmt=7
autosupercell-app  | 2026-03-11T08:04:55.580837676Z 2026-03-11 08:04:55.580 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://tr.snapchat.com/p?pid=bbb1e6d3-a78d-49af-bcae-4000ba0cbe3e&ev=START_CHECKOUT&intg=gtm&pids=bbb1e6d3-a78d-49af-bcae-4000ba0cbe3e&e_pr=0.99&e_iids=com.supercell.scroll.gempack5_t100%3Achronos%3A124769-0%3A0&e_cur=USD&u_c1=ee56ea4b-e65d-4f54-ad6c-e444d1df0ccb&u_sclid=88b42bf0-77f6-461a-b042-7cce58e53e97&u_scsid=5915f0a6-cc6f-46c7-8a3c-1beae08ce0aa&gat=G-Q1VRW6YH7K%2CGTM-WG7DNHB&gac=474b98f8&bg=false&bt=1d53c387&d_a=x86&d_bvs=%5B%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22145.0.7632.6%22%7D%7B%22brand%22%3A%22Not%3AA-Brand%22%2C%22version%22%3A%2299.0.0.0%22%7D%5D&d_os=10.0&d_ot=Windows&df=true&huah=true&m_dcl=1117&m_fcps=860&m_pi=831&m_pl=1530&m_pv=2&m_rd=110584&m_sh=900&m_sl=2453&m_sw=1440&pl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rf=https%3A%2F%2Fstore.supercell.com%2F&trackId=3a0355fb-6216-42ad-8003-0f2b4c7bb4eb&ts=1773216295516&v=3.54.1-2603021739
autosupercell-app  | 2026-03-11T08:04:55.582311060Z 2026-03-11 08:04:55.581 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=efaf5bcf-37c2-4004-9f89-d1d4e4cf3493&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-qomek-qqmm6&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.583062292Z 2026-03-11 08:04:55.582 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=efaf5bcf-37c2-4004-9f89-d1d4e4cf3493&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-qomek-qqmm6&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.583711033Z 2026-03-11 08:04:55.583 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=4cfc43eb-a2d2-4d19-a6ab-40861c1d1022&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-ok25e-qsbxu&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.584371465Z 2026-03-11 08:04:55.584 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=4cfc43eb-a2d2-4d19-a6ab-40861c1d1022&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-ok25e-qsbxu&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.585370478Z 2026-03-11 08:04:55.585 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=InitiateCheckout&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216295537&cd[value]=0.99&cd[currency]=USD&cd[content_ids]=com.supercell.scroll.gempack5_t100%3Achronos%3A124769-0%3A0&cd[content_name]=Fistful%20of%20Gems&sw=1440&sh=900&v=2.9.277&r=stable&ec=7&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216251190&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:04:55.585901269Z 2026-03-11 08:04:55.585 | DEBUG    | app.core.browser_automation:on_request:1587 - → [GET] https://store.supercell.com/_next/data/v1/en/clashroyale/checkout.json?gameSlug=clashroyale
autosupercell-app  | 2026-03-11T08:04:55.600570686Z 2026-03-11 08:04:55.599 | INFO     | app.api.store_routes:_manage_cart_and_checkout:1043 - Нажата кнопка Checkout: button:has-text("Checkout")
autosupercell-app  | 2026-03-11T08:04:55.654617041Z 2026-03-11 08:04:55.654 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:04:55.673626659Z 2026-03-11 08:04:55.673 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://analytics.twitter.com/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=c0efb658-e5d9-44eb-bb7e-61abfb83fef3&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=ok25e&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.676236675Z 2026-03-11 08:04:55.675 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://t.co/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=34cff480-4502-42eb-88ae-f2785bb39d35&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=qomek&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.677017467Z 2026-03-11 08:04:55.676 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://t.co/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=c0efb658-e5d9-44eb-bb7e-61abfb83fef3&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=ok25e&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.677801129Z 2026-03-11 08:04:55.677 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=efaf5bcf-37c2-4004-9f89-d1d4e4cf3493&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-qomek-qqmm6&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.680468586Z 2026-03-11 08:04:55.680 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://analytics.tiktok.com/api/v2/pixel
autosupercell-app  | 2026-03-11T08:04:55.685249498Z 2026-03-11 08:04:55.684 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:04:55.686766622Z 2026-03-11 08:04:55.686 | DEBUG    | app.core.browser_automation:on_request:1587 - → [POST] https://tr.snapchat.com/p
autosupercell-app  | 2026-03-11T08:04:55.689078978Z 2026-03-11 08:04:55.688 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://tr.snapchat.com/p?pid=bbb1e6d3-a78d-49af-bcae-4000ba0cbe3e&ev=START_CHECKOUT&intg=gtm&pids=bbb1e6d3-a78d-49af-bcae-4000ba0cbe3e&e_pr=0.99&e_iids=com.supercell.scroll.gempack5_t100%3Achronos%3A124769-0%3A0&e_cur=USD&u_c1=ee56ea4b-e65d-4f54-ad6c-e444d1df0ccb&u_sclid=88b42bf0-77f6-461a-b042-7cce58e53e97&u_scsid=5915f0a6-cc6f-46c7-8a3c-1beae08ce0aa&gat=G-Q1VRW6YH7K%2CGTM-WG7DNHB&gac=474b98f8&bg=false&bt=1d53c387&d_a=x86&d_bvs=%5B%2C%7B%22brand%22%3A%22Chromium%22%2C%22version%22%3A%22145.0.7632.6%22%7D%7B%22brand%22%3A%22Not%3AA-Brand%22%2C%22version%22%3A%2299.0.0.0%22%7D%5D&d_os=10.0&d_ot=Windows&df=true&huah=true&m_dcl=1117&m_fcps=860&m_pi=831&m_pl=1530&m_pv=2&m_rd=110584&m_sh=900&m_sl=2453&m_sw=1440&pl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rf=https%3A%2F%2Fstore.supercell.com%2F&trackId=3a0355fb-6216-42ad-8003-0f2b4c7bb4eb&ts=1773216295516&v=3.54.1-2603021739
autosupercell-app  | 2026-03-11T08:04:55.700827997Z 2026-03-11 08:04:55.700 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=SubscribedButtonClick&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216295499&cd[buttonFeatures]=%7B%22classList%22%3A%22CartContent_CheckoutButtonContent__4SDEU%22%2C%22destination%22%3A%22%22%2C%22id%22%3A%22%22%2C%22imageUrl%22%3A%22%22%2C%22innerText%22%3A%22Checkout%22%2C%22numChildButtons%22%3A0%2C%22tag%22%3A%22div%22%2C%22type%22%3Anull%7D&cd[buttonText]=Checkout&cd[formFeatures]=%5B%5D&cd[pageFeatures]=%7B%22title%22%3A%22Clash%20Royale%20-%20Supercell%20Store%22%7D&sw=1440&sh=900&v=2.9.277&r=stable&ec=6&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216251190&coo=false&es=automatic&tm=3&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:04:55.701428739Z 2026-03-11 08:04:55.701 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=392197186657644&ev=InitiateCheckout&dl=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&rl=https%3A%2F%2Fstore.supercell.com%2F&if=false&ts=1773216295537&cd[value]=0.99&cd[currency]=USD&cd[content_ids]=com.supercell.scroll.gempack5_t100%3Achronos%3A124769-0%3A0&cd[content_name]=Fistful%20of%20Gems&sw=1440&sh=900&v=2.9.277&r=stable&ec=7&o=12318&fbp=fb.1.1773216188198.443776505169492228&cdl=API_unavailable&pmd[locale]=en-US&pmd[description]=Clash%20Royale%20is%20available%20in%20Supercell%20Store&plt=1117.199999988079&it=1773216251190&coo=false&expv2[0]=pl0&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=ct3&expv2[6]=hf0&rqm=FGET
autosupercell-app  | 2026-03-11T08:04:55.706074370Z 2026-03-11 08:04:55.705 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://www.googleadservices.com/pagead/conversion/16686761659/?random=1773216295548&cv=11&fst=1773216295548&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be63a0h2v9208234780z8858092187za20gzb858092187zd858092187xea&gcs=G111&gcd=13r3r3X3r5l1&dma=0&tag_exp=103116026~103200004~115938465~115938469~116024733~117484252&u_w=1440&u_h=900&url=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&ref=https%3A%2F%2Fstore.supercell.com%2F&label=UmTKCIq12tEZELuN75Q-&capi=1&frm=0&tiba=Clash%20Royale%20-%20Supercell%20Store&did=dYWJhMj&gdid=dYWJhMj&edid=dYWJhMj&bttype=purchase&value=0.99&currency_code=USD&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1162582387.1773216187&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=10.0&uaw=0&_tu=CA&gcl_ctr=2~0~0&data=ads_data_redaction%3Dtrue&category=acrcp_v1_512&fmt=7
autosupercell-app  | 2026-03-11T08:04:55.721692339Z 2026-03-11 08:04:55.721 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://collector.snowplow.supercell.com/fe9da/yx7
autosupercell-app  | 2026-03-11T08:04:55.723302563Z 2026-03-11 08:04:55.722 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=4cfc43eb-a2d2-4d19-a6ab-40861c1d1022&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-ok25e-qsbxu&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.727170453Z 2026-03-11 08:04:55.726 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=4cfc43eb-a2d2-4d19-a6ab-40861c1d1022&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-ok25e-qsbxu&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.729480169Z 2026-03-11 08:04:55.729 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=4&event=%7B%22value%22%3A0.99%2C%22currency%22%3A%22USD%22%7D&event_id=efaf5bcf-37c2-4004-9f89-d1d4e4cf3493&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1773216187245.728893334576054995&txn_id=tw-qomek-qqmm6&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.731741945Z 2026-03-11 08:04:55.731 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] GET https://analytics.twitter.com/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%261440%26900%264%2624%261440%26900%260%26na&eci=2&event_id=34cff480-4502-42eb-88ae-f2785bb39d35&events=%5B%5B%22autobuttonclick%22%2C%7B%22value%22%3A%22Checkout%22%7D%5D%5D&integration=gtm&p_id=Twitter&p_user_id=0&pl_id=4a3b09b8-3372-461a-8311-35fd5e3fb148&pt=Clash%20Royale%20-%20Supercell%20Store&tw_document_href=https%3A%2F%2Fstore.supercell.com%2Fclashroyale%2Fproduct%2Ffistful-of-gems%2F7877248f&tw_iframe_status=0&tw_order_quantity=0&tw_pid_src=1&tw_sale_amount=0&twpid=tw.1773216187245.728893334576054995&txn_id=qomek&type=javascript&version=2.3.45
autosupercell-app  | 2026-03-11T08:04:55.745643409Z 2026-03-11 08:04:55.745 | DEBUG    | app.core.browser_automation:on_response:1599 - ← [200] POST https://tr.snapchat.com/p
